index,id,x,y,lon,lat,s2_id,geometry
1611159818,1611159818,527915.160158896,181480.07577676128,-0.15781411168025342,51.51776883099388,5221390283123434877,"[527915.160158896, 181480.07577676128]"
1611771529,1611771529,530992.8241741884,181385.78210036375,-0.11351776669541087,51.516216876108636,5221390827952157659,"[530992.8241741884, 181385.78210036375]"
1611771530,1611771530,530948.5246557598,181366.02363493992,-0.11416317840908008,51.5160495696027,5221390827479335211,"[530948.5246557598, 181366.02363493992]"
1611771532,1611771532,530989.5709798962,181272.00627227704,-0.11360688626953515,51.51519515070059,5221390827762882961,"[530989.5709798962, 181272.00627227704]"
1612319339,1612319339,527995.7760342911,181765.54442606785,-0.15654923714825472,51.52031608707095,5221390292684269439,"[527995.7760342911, 181765.54442606785]"
1612319349,1612319349,528029.849605228,181776.47326142626,-0.15605442725313154,51.52040658970809,5221390292218847517,"[528029.849605228, 181776.47326142626]"
1612472593,1612472593,527946.3682439907,181896.82804246637,-0.15721332261791895,51.52150711148983,5221390293269802959,"[527946.3682439907, 181896.82804246637]"
1612472614,1612472614,528015.5994005962,181914.4397200754,-0.1562096035097722,51.52164971596401,5221390294136016161,"[528015.5994005962, 181914.4397200754]"
1614926320,1614926320,530638.8880944197,181041.47104808985,-0.11874329355550813,51.51320448629779,5221366086079609419,"[530638.8880944197, 181041.47104808985]"
1614926340,1614926340,530370.0858623947,181143.35236158868,-0.12257713596134054,51.51418210244587,5221366089068537265,"[530370.0858623947, 181143.35236158868]"
1614926341,1614926341,530586.4254897487,181162.23791238532,-0.11945418456514165,51.51430191091555,5221366087093784299,"[530586.4254897487, 181162.23791238532]"
1614926342,1614926342,530340.6456407496,181175.0899620697,-0.12298943698186637,51.51447410851213,5221366089364068747,"[530340.6456407496, 181175.0899620697]"
1614926348,1614926348,530308.126937724,181206.13675786805,-0.12344633878575781,51.51476061435192,5221366095060499099,"[530308.126937724, 181206.13675786805]"
1614926358,1614926358,530380.8834247838,181216.91618420236,-0.12239442077049263,51.514840718167754,5221366089197431049,"[530380.8834247838, 181216.91618420236]"
1614949585,1614949585,530341.7547781137,181381.147121832,-0.12289730083600078,51.51632565188977,5221390730697194499,"[530341.7547781137, 181381.147121832]"
1614949613,1614949613,530298.4610427414,181426.86201334774,-0.12350400237497365,51.5167464605103,5221390725489718865,"[530298.4610427414, 181426.86201334774]"
1614978560,1614978560,530302.081838583,181297.8405892548,-0.12349952410992109,51.51558613348591,5221390725308065469,"[530302.081838583, 181297.8405892548]"
1614978621,1614978621,530576.8274248724,181393.9033903911,-0.11950664692749119,51.51638605992022,5221390732827283811,"[530576.8274248724, 181393.9033903911]"
16153704,16153704,530865.3588975774,182542.6077694493,-0.11492430812422916,51.526642531240086,5221390813120392297,"[530865.3588975774, 182542.6077694493]"
16153710,16153710,530810.4404617567,182735.03832689906,-0.11564408677399639,51.52838457539493,5221390809896010281,"[530810.4404617567, 182735.03832689906]"
16153711,16153711,530766.4782408655,182716.9142738302,-0.11628419911117203,51.528231870957235,5221390811714205599,"[530766.4782408655, 182716.9142738302]"
1616122139,1616122139,530203.0620398731,181103.86240418442,-0.1249973800675552,51.513865690722895,5221366095442137137,"[530203.0620398731, 181103.86240418442]"
1616122145,1616122145,530256.5921065537,181153.75073943508,-0.12420795939464924,51.514301702274004,5221366095163256281,"[530256.5921065537, 181153.75073943508]"
1616122178,1616122178,530232.2897525224,181184.16290962603,-0.12454675946346769,51.51458060813606,5221366095266074361,"[530232.2897525224, 181184.16290962603]"
1616122237,1616122237,530203.1317875204,181210.88992595376,-0.12495686124058673,51.51482751311089,5221366095606413079,"[530203.1317875204, 181210.88992595376]"
1616122253,1616122253,530105.953345623,181313.59059148643,-0.12631866463305497,51.51577283243375,5221390723177811117,"[530105.953345623, 181313.59059148643]"
1619316041,1619316041,528251.5309303582,181815.1349891756,-0.15284696932705452,51.520703800628624,5221390290091412801,"[528251.5309303582, 181815.1349891756]"
1619316059,1619316059,528309.7579331538,181821.81277217972,-0.15200575480913808,51.520750602827206,5221390306960440879,"[528309.7579331538, 181821.81277217972]"
1619316122,1619316122,528396.6287644263,181877.05212605273,-0.15073422525266555,51.52122731527335,5221390305468633505,"[528396.6287644263, 181877.05212605273]"
1619464560,1619464560,528396.3513181042,181597.9340996517,-0.15083987886802547,51.51871896130941,5221390308421640001,"[528396.3513181042, 181597.9340996517]"
1619464655,1619464655,528379.8507776017,181740.76141018077,-0.15102555498507478,51.52000628856819,5221390307779792307,"[528379.8507776017, 181740.76141018077]"
1619500281,1619500281,528337.7129822163,181549.99543780996,-0.15170200067834844,51.51830145112456,5221390309094210059,"[528337.7129822163, 181549.99543780996]"
1619500320,1619500320,528391.4406755936,181641.440920998,-0.15089477156740802,51.51911106962441,5221390308189393931,"[528391.4406755936, 181641.440920998]"
1619500355,1619500355,528468.1966883498,181663.8333548475,-0.14978095092655552,51.51929487537279,5221390314959207431,"[528468.1966883498, 181663.8333548475]"
1619500373,1619500373,528387.4250512555,181677.0030754673,-0.15093966560091512,51.51943157641495,5221390308245370579,"[528387.4250512555, 181677.0030754673]"
1619500377,1619500377,528424.066094571,181687.69899507612,-0.1504079557429748,51.5195193791827,5221390308030781865,"[528424.066094571, 181687.69899507612]"
1619500438,1619500438,528457.2728300649,181697.484923343,-0.14992604678916985,51.519599781724246,5221390307984446523,"[528457.2728300649, 181697.484923343]"
1619500464,1619500464,528330.4667456097,181722.27738234494,-0.15174366923116145,51.51985138405875,5221390307698621305,"[528330.4667456097, 181722.27738234494]"
1619500479,1619500479,528410.1484629601,181748.6263751862,-0.15058624701494636,51.52007009071324,5221390307896878861,"[528410.1484629601, 181748.6263751862]"
1619500481,1619500481,528436.7972624672,181756.9334058619,-0.15019933973674846,51.52013869287864,5221390307932309173,"[528436.7972624672, 181756.9334058619]"
1619527465,1619527465,528354.5593254959,181511.07415274787,-0.1514735044061981,51.51794784391843,5221390308953959263,"[528354.5593254959, 181511.07415274787]"
1619527484,1619527484,528351.1776138694,181529.7941879126,-0.15151540153718085,51.51811684746055,5221390308943096897,"[528351.1776138694, 181529.7941879126]"
1619527487,1619527487,528350.1290537863,181541.07323086588,-0.15152639959852404,51.51821844960891,5221390308983173805,"[528350.1290537863, 181541.07323086588]"
1619527499,1619527499,528348.6476746706,181559.31827725726,-0.15154109641695987,51.518382753086655,5221390308991381623,"[528348.6476746706, 181559.31827725726]"
1620855408,1620855408,528287.8195768348,181343.1664197105,-0.15249595360037543,51.51645400976521,5221390309894408073,"[528287.8195768348, 181343.1664197105]"
1630526800,1630526800,529739.6309779485,182048.7736235754,-0.13132450910220395,51.522463985558986,5221390703681170553,"[529739.6309779485, 182048.7736235754]"
16350647,16350647,530884.1111454741,182841.9820689743,-0.11454295284346534,51.529328600055486,5221390809204480645,"[530884.1111454741, 182841.9820689743]"
16350652,16350652,530880.340824239,182818.60567088326,-0.11460595766760766,51.52911939473205,5221390810242961679,"[530880.340824239, 182818.60567088326]"
16350655,16350655,530935.4458126547,182837.91935474152,-0.11380484257312568,51.52928019890503,5221390809344608875,"[530935.4458126547, 182837.91935474152]"
16350665,16350665,530934.6256258917,182813.1946077241,-0.11382584703391985,51.52905819336052,5221390809459720989,"[530934.6256258917, 182813.1946077241]"
1635864449,1635864449,527789.9260872765,181290.17300532543,-0.15968687979152446,51.516090491179824,5221390278273098187,"[527789.9260872765, 181290.17300532543]"
1635864464,1635864464,527780.1479372068,181311.82591146533,-0.15981987747783352,51.51628729542544,5221390278948737773,"[527780.1479372068, 181311.82591146533]"
1635864465,1635864465,527817.5794087298,181323.2604515602,-0.15927656641702528,51.51638159833903,5221390278878116643,"[527817.5794087298, 181323.2604515602]"
1635864466,1635864466,527716.103400141,181338.3126475594,-0.16073278668232616,51.51653979979797,5221390277552714659,"[527716.103400141, 181338.3126475594]"
1635864467,1635864467,527757.6975315901,181350.68592898728,-0.16012917446019173,51.51664160296832,5221390277485711373,"[527757.6975315901, 181350.68592898728]"
1635864473,1635864473,527804.5565122641,181364.0599107814,-0.1594493608082322,51.516751206423905,5221390279035579495,"[527804.5565122641, 181364.0599107814]"
1635864498,1635864498,527772.3858439376,181467.5594769203,-0.15987524711315404,51.517688626311596,5221390279819915497,"[527772.3858439376, 181467.5594769203]"
1635864520,1635864520,527670.3405770331,181566.17626483913,-0.16130945099626148,51.51859794361752,5221390280187450731,"[527670.3405770331, 181566.17626483913]"
1635864521,1635864521,527687.1182704337,181571.2157294606,-0.16106594613684336,51.518639444853264,5221390280233239227,"[527687.1182704337, 181571.2157294606]"
1635864523,1635864523,527689.7755220212,181609.12689766596,-0.161013937971519,51.51897955217597,5221390280524272743,"[527689.7755220212, 181609.12689766596]"
1635864530,1635864530,527757.2955775725,181629.54047564603,-0.16003391843566522,51.519147757172504,5221390281090870809,"[527757.2955775725, 181629.54047564603]"
1635914177,1635914177,527774.4566430191,181224.23231387138,-0.15993359728463039,51.515501377536125,5221390278377893627,"[527774.4566430191, 181224.23231387138]"
1635914182,1635914182,527772.5188800261,181264.5761692091,-0.15994688921513686,51.51586438570358,5221390278357538909,"[527772.5188800261, 181264.5761692091]"
1635914198,1635914198,527781.0719950064,181266.7941695875,-0.15982288677218104,51.51588238628944,5221390278351046685,"[527781.0719950064, 181266.7941695875]"
1635914203,1635914203,527737.4835741523,181344.50277493824,-0.16042258043602242,51.51659060139316,5221390277497155867,"[527737.4835741523, 181344.50277493824]"
1658946728,1658946728,530807.0250437236,182791.92437754408,-0.11567217783537596,51.52889658871386,5221390810044048699,"[530807.0250437236, 182791.92437754408]"
1666324097,1666324097,528155.2873434604,181224.9979646565,-0.15444790925239843,51.51542208370237,5221390286677836497,"[528155.2873434604, 181224.9979646565]"
1666324100,1666324100,528211.2163596931,181239.65041187505,-0.15363699324365346,51.5155410875563,5221390287087331471,"[528211.2163596931, 181239.65041187505]"
1666324108,1666324108,528313.084104875,181269.4615973811,-0.15215886341527704,51.5157858952055,5221390309995395459,"[528313.084104875, 181269.4615973811]"
