index,id,from,to,freespeed,capacity,permlanes,oneway,modes,s2_from,s2_to,attributes,length,geometry,u,v
2027,2027,101982,34708773,22.22222222222222,1500.0,1.0,1,{'car'},5221390329375415267,5221390302315307309,"{'osm:way:highway': 'primary', 'osm:way:id': 547560261.0, 'osm:way:name': 'Park Crescent'}",140.51996740969895,ez~hinaBc~sze|`@rzaqTakimJ,101982,34708773
2030,2030,101982,1611082208,22.22222222222222,1500.0,1.0,1,{'car'},5221390329375415267,5221390329370336275,"{'osm:way:highway': 'primary', 'osm:way:id': 547560260.0, 'osm:way:name': 'Park Crescent'}",12.154572142172462,ez~hinaBc~sze|`@}dafAazaT,101982,1611082208
1810,1810,101986,5560625852,4.166666666666667,600.0,1.0,1,{'car'},5221390328605541517,5221390328585633395,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'unclassified', 'osm:way:id': 114925568.0, 'osm:way:name': 'Devonshire Street', 'osm:way:oneway': 'yes'}",16.662646152963035,ms|hboaBegc}y{`@osu`Bw~e[,101986,5560625852
2433,2433,101986,1611082205,4.166666666666667,600.0,1.0,1,{'car'},5221390328605541517,5221390328748817551,"{'osm:way:highway': 'residential', 'osm:way:id': 147997980.0, 'osm:way:name': 'Hallam Street'}",65.73880138754332,ms|hboaBegc}y{`@tr|sB{iy~J,101986,1611082205
2434,2434,101986,1685938653,4.166666666666667,600.0,1.0,1,{'car'},5221390328605541517,5221390326050384773,"{'osm:way:highway': 'residential', 'osm:way:id': 147997980.0, 'osm:way:name': 'Hallam Street'}",124.22883608380228,ms|hboaBegc}y{`@kmwsExrwvU,101986,1685938653
816,816,101986,25495406,4.166666666666667,600.0,1.0,1,{'car'},5221390328605541517,5221390327683762635,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'unclassified', 'osm:way:id': 38748215.0, 'osm:way:name': 'Devonshire Street'}",95.59878608964777,ms|hboaBegc}y{`@be`oPrytbD,101986,25495406
1794,1794,101990,330803151,6.944444444444445,600.0,1.0,1,{'car'},5221390304444353919,5221390327313427685,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 17944925.0, 'osm:way:name': 'Weymouth Street', 'osm:way:oneway': 'yes'}",57.63853469237291,ye{mwmaBeedntz`@q~uqI}a`~A,101990,330803151
3285,3285,101990,101998,6.944444444444445,1200.0,2.0,1,{'car'},5221390304444353919,5221390315669000269,"{'osm:way:highway': 'tertiary', 'osm:way:id': 532636970.0, 'osm:way:lanes': '2', 'osm:way:name': 'Harley Street', 'osm:way:oneway': 'yes'}",141.23148124703266,ye{mwmaBeedntz`@yw|`G~zmuX,101990,101998
1908,1908,101991,101992,4.166666666666667,600.0,1.0,1,{'car'},5221390303990102293,5221390304897701221,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'unclassified', 'osm:way:id': 18771038.0, 'osm:way:name': 'Devonshire Street'}",108.42545621013026,ce~lpmaBa{sfk{`@n`ixRbx~~D,101991,101992
3284,3284,101991,101990,6.944444444444445,1200.0,2.0,1,{'car'},5221390303990102293,5221390304444353919,"{'osm:way:highway': 'tertiary', 'osm:way:id': 532636970.0, 'osm:way:lanes': '2', 'osm:way:name': 'Harley Street', 'osm:way:oneway': 'yes'}",124.9156710396322,ce~lpmaBa{sfk{`@u_|_FztnwU,101991,101990
3286,3286,101991,1514726033,4.166666666666667,600.0,1.0,1,{'car'},5221390303990102293,5221390327705980155,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'unclassified', 'osm:way:id': 532636971.0, 'osm:way:name': 'Devonshire Street'}",164.5118710362637,ce~lpmaBa{sfk{`@erya]wc|{G,101991,1514726033
1577,1577,101992,1667118178,4.166666666666667,600.0,1.0,1,{'car'},5221390304897701221,5221390305500568799,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'unclassified', 'osm:way:id': 615056689.0, 'osm:way:name': 'Devonshire Street'}",50.28751979375373,scts|laB}atfe{`@jwvfHtq`qA,101992,1667118178
1907,1907,101992,101991,4.166666666666667,600.0,1.0,1,{'car'},5221390304897701221,5221390303990102293,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'unclassified', 'osm:way:id': 18771038.0, 'osm:way:name': 'Devonshire Street'}",108.42545621013026,scts|laB}atfe{`@o`ixRcx~~D,101992,101991
2817,2817,101992,1667118232,6.944444444444445,600.0,1.0,1,{'car'},5221390304897701221,5221390300016517189,"{'osm:way:highway': 'tertiary', 'osm:way:id': 154116814.0, 'osm:way:name': 'Devonshire Place', 'osm:way:oneway': 'yes'}",199.04860035295167,scts|laB}atfe{`@~xzcJicghc@,101992,1667118232
1793,1793,101993,101990,6.944444444444445,600.0,1.0,1,{'car'},5221390305032150717,5221390304444353919,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 17944925.0, 'osm:way:name': 'Weymouth Street', 'osm:way:oneway': 'yes'}",109.50935163102704,sgimcmaBe{ionz`@e}p_S_iy}D,101993,101990
240,240,101993,101992,6.944444444444445,600.0,1.0,1,{'car'},5221390305032150717,5221390304897701221,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 4254943.0, 'osm:way:name': 'Upper Wimpole Street', 'osm:way:oneway': 'yes'}",124.38564767263534,sgimcmaBe{ionz`@~btxEweivU,101993,101992
1230,1230,101995,1619464655,6.944444444444445,600.0,1.0,1,{'car'},5221390307702671963,5221390307779792307,"{'osm:way:highway': 'tertiary', 'osm:way:id': 4255551.0, 'osm:way:name': 'Weymouth Street', 'osm:way:oneway': 'yes'}",51.12329004601438,o`~valaBsl_lfz`@{puuHe`q[,101995,1619464655
1476,1476,101995,5560599870,8.333333333333334,1000.0,1.0,1,{'car'},5221390307702671963,5221390306965225137,"{'osm:way:highway': 'secondary', 'osm:way:id': 66676148.0, 'osm:way:name': 'Marylebone High Street'}",78.47727849914519,o`~valaBsl_lfz`@lm}s@sl~zM,101995,5560599870
2569,2569,101995,1619500464,8.333333333333334,1000.0,1.0,1,{'car'},5221390307702671963,5221390307698621305,"{'osm:way:highway': 'secondary', 'osm:way:id': 148890705.0, 'osm:way:name': 'Marylebone High Street'}",13.887797937260242,o`~valaBsl_lfz`@ufhH~bgsA,101995,1619500464
628,628,101997,101993,6.944444444444445,600.0,1.0,1,{'car'},5221390314765266713,5221390305032150717,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 476448488.0, 'osm:way:name': 'Wimpole Street', 'osm:way:oneway': 'yes'}",141.73067123219684,g_xtkmaBsdkwty`@rvmfGqu}vX,101997,101993
663,663,101997,21651810,6.944444444444445,600.0,1.0,1,{'car'},5221390314765266713,5221390314918648063,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 476448490.0, 'osm:way:name': 'New Cavendish Street', 'osm:way:oneway': 'yes'}",70.40921134686134,g_xtkmaBsdkwty`@bjwwKrikcC,101997,21651810
2074,2074,101998,108229,6.944444444444445,1200.0,2.0,1,{'car'},5221390315669000269,5221390317863603347,"{'osm:way:highway': 'tertiary', 'osm:way:id': 502230296.0, 'osm:way:lanes': '2', 'osm:way:name': 'Harley Street', 'osm:way:oneway': 'yes'}",141.68963553313154,s~xo_naBeiuwzy`@g_g_G~y{xX,101998,108229
433,433,101998,101997,6.944444444444445,600.0,1.0,1,{'car'},5221390315669000269,5221390314765266713,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 587552474.0, 'osm:way:name': 'New Cavendish Street', 'osm:way:oneway': 'yes'}",108.71012043946301,s~xo_naBeiuwzy`@j~_zRpci_E,101998,101997
178,178,101999,1685938634,22.22222222222222,3000.0,2.0,1,{'car'},5221390316427025499,5221390326955517519,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 235991133.0, 'osm:way:lanes': '2', 'osm:way:name': 'Portland Place', 'osm:way:oneway': 'yes'}",139.86087428725804,yja_}naBwedvcz`@xtjsFqd|pX,101999,1685938634
193,193,101999,1611082164,6.944444444444445,600.0,1.0,1,{'car'},5221390316427025499,5221390316225895797,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'tertiary', 'osm:way:id': 235991125.0, 'osm:way:name': 'New Cavendish Street', 'osm:way:oneway': 'yes'}",48.71992999223618,yja_}naBwedvcz`@pmc|GdeksA,101999,1611082164
2456,2456,102000,105511,6.944444444444445,1200.0,2.0,1,{'car'},5221390323861525897,5221390323720251509,"{'osm:relation:route': {'bus', 'bicycle'}, 'osm:way:highway': 'tertiary', 'osm:way:id': 147997987.0, 'osm:way:lanes': '2', 'osm:way:name': 'New Cavendish Street', 'osm:way:oneway': 'yes'}",48.8654152448891,mlrqyoaBufkhlz`@hsb}GtvesA,102000,105511
765,765,102000,311422343,8.333333333333334,2000.0,2.0,1,{'car'},5221390323861525897,5221390324067046081,"{'osm:way:highway': 'secondary', 'osm:way:id': 18121248.0, 'osm:way:name': 'Great Portland Street', 'osm:way:oneway': 'yes'}",120.06850935861252,mlrqyoaBufkhlz`@qb~kEpqq~T,102000,311422343
146,146,102003,1619527499,8.333333333333334,1000.0,1.0,1,{'car'},5221390309038805015,5221390308991381623,"{'osm:way:highway': 'secondary', 'osm:way:id': 267041359.0, 'osm:way:name': 'Marylebone High Street'}",24.807651983116795,}|cwdlaBa~rjiy`@_iaWxrntC,102003,1619527499
2566,2566,102003,1619500464,8.333333333333334,1000.0,1.0,1,{'car'},5221390309038805015,5221390307698621305,"{'osm:way:highway': 'secondary', 'osm:way:id': 148890709.0, 'osm:way:name': 'Marylebone High Street'}",139.1994383091011,}|cwdlaBa~rjiy`@vs{uAqiclY,102003,1619500464
1531,1531,102005,311422343,8.333333333333334,1000.0,1.0,1,{'car'},5221390324060416895,5221390324067046081,"{'osm:way:highway': 'secondary', 'osm:way:id': 57007655.0, 'osm:way:name': 'Great Portland Street'}",19.252050470590312,aygdapaBc|pyry`@`hud@_wfnB,102005,311422343
1532,1532,102005,107343,8.333333333333334,1000.0,1.0,1,{'car'},5221390324060416895,5221390322535685831,"{'osm:way:highway': 'secondary', 'osm:way:id': 57007655.0, 'osm:way:name': 'Great Portland Street'}",72.35156129745607,aygdapaBc|pyry`@iswhCpzpbL,102005,107343
2241,2241,102005,25495450,4.166666666666667,600.0,1.0,1,{'car'},5221390324060416895,5221390324190428991,"{'osm:way:highway': 'residential', 'osm:way:id': 154340959.0, 'osm:way:name': 'Langham Street', 'osm:way:oneway': 'yes'}",49.755232109738664,aygdapaBc|pyry`@o}u`Hi~_zA,102005,25495450
2221,2221,102010,1620855408,4.166666666666667,600.0,1.0,1,{'car'},5221390309824603595,5221390309894408073,"{'osm:way:highway': 'residential', 'osm:way:id': 149052139.0, 'osm:way:name': 'Manchester Square', 'osm:way:oneway': 'yes'}",53.95223092968439,q||k~kaB_}kccx`@dd~nCzvptF,102010,1620855408
2828,2828,102010,1666324195,4.166666666666667,600.0,1.0,1,{'car'},5221390309824603595,5221390309598775423,"{'osm:way:highway': 'residential', 'osm:way:id': 65502486.0, 'osm:way:name': 'Hinde Street'}",61.52329670903303,q||k~kaB_}kccx`@qk{kJuutwA,102010,1666324195
2661,2661,102018,1666324213,4.166666666666667,600.0,1.0,1,{'car'},5221390287912143871,5221390309434553727,"{'osm:way:highway': 'residential', 'osm:way:id': 154029163.0, 'osm:way:name': 'Spanish Place', 'osm:way:oneway': 'yes'}",91.86965345607751,kcgfukaB}||~xx`@ctknDd{qsO,102018,1666324213
652,652,102018,1666324226,4.166666666666667,600.0,1.0,1,{'car'},5221390287912143871,5221390288383503007,"{'osm:way:highway': 'residential', 'osm:way:id': 476448496.0, 'osm:way:name': 'George Street'}",53.43910676541339,kcgfukaB}||~xx`@jhswHz||fA,102018,1666324226
213,213,102020,102030,6.944444444444445,600.0,1.0,1,{'car'},5221390285766324749,5221390283809635779,"{'osm:way:highway': 'tertiary', 'osm:way:id': 509181624.0, 'osm:way:name': 'George Street'}",152.8372745453146,cypesjaBg`bjox`@z|{}ZpuffG,102020,102030
2795,2795,102020,3826609358,22.22222222222222,4500.0,3.0,1,{'car'},5221390285766324749,5221390288611134181,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 204004565.0, 'osm:way:lanes': '3', 'osm:way:name': 'Baker Street'}",25.934316298449275,cypesjaBg`bjox`@|ien@kpavC,102020,3826609358
2796,2796,102020,1611159798,22.22222222222222,4500.0,3.0,1,{'car'},5221390285766324749,5221390285767323701,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 204004565.0, 'osm:way:lanes': '3', 'osm:way:name': 'Baker Street'}",7.481832048976198,cypesjaBg`bjox`@s_bLv|vj@,102020,1611159798
436,436,102020,1104448112,4.166666666666667,600.0,1.0,1,{'car'},5221390285766324749,5221390288561604021,"{'osm:way:highway': 'residential', 'osm:way:id': 209215048.0, 'osm:way:name': 'George Street'}",48.32578423421931,cypesjaBg`bjox`@upbyGydbuA,102020,1104448112
233,233,102022,25497440,22.22222222222222,4500.0,3.0,1,{'car'},5221390286718605313,5221390286149255217,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 61960154.0, 'osm:way:lanes': '3', 'osm:way:name': 'Portman Square'}",77.87888109399819,g`q|~jaB}zgdjw`@xeknCucedM,102022,25497440
757,757,102022,1666324097,22.22222222222222,4500.0,3.0,1,{'car'},5221390286718605313,5221390286677836497,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 379359033.0, 'osm:way:lanes': '3', 'osm:way:name': 'Portman Square'}",28.885155433339868,g`q|~jaB}zgdjw`@sonu@tmtfD,102022,1666324097
1072,1072,102025,1666324244,4.166666666666667,600.0,1.0,1,{'car'},5221390282267535685,5221390281843534697,"{'osm:way:highway': 'residential', 'osm:way:id': 4253850.0, 'osm:way:name': 'Dorset Street'}",75.41975259993481,unlyejaB_{ewyy`@nurwL|ladC,102025,1666324244
2705,2705,102025,108216,4.166666666666667,600.0,1.0,1,{'car'},5221390282267535685,5221390289271249957,"{'osm:way:highway': 'residential', 'osm:way:id': 148011238.0, 'osm:way:name': 'Dorset Street'}",80.38401902877784,unlyejaB_{ewyy`@ytdwMiecdC,102025,108216
2755,2755,102025,110008,22.22222222222222,4500.0,3.0,1,{'car'},5221390282267535685,5221390292693800359,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 672552145.0, 'osm:way:lanes': '3', 'osm:way:name': 'Baker Street'}",96.91105511714872,unlyejaB_{ewyy`@lvjeD{~ovP,102025,110008
3346,3346,102025,3826609359,22.22222222222222,4500.0,3.0,1,{'car'},5221390282267535685,5221390282283701835,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 673997360.0, 'osm:way:lanes': '3', 'osm:way:name': 'Baker Street'}",30.596802640409983,unlyejaB_{ewyy`@k_tt@zqyqD,102025,3826609359
1473,1473,102030,25473504,6.944444444444445,600.0,1.0,1,{'car'},5221390283809635779,5221390283651578091,"{'osm:way:highway': 'tertiary', 'osm:way:id': 226745509.0, 'osm:way:name': 'George Street'}",75.94176638348885,g{sfwiaBuizbgx`@~r~|Lpc_}B,102030,25473504
212,212,102030,102020,6.944444444444445,600.0,1.0,1,{'car'},5221390283809635779,5221390285766324749,"{'osm:way:highway': 'tertiary', 'osm:way:id': 509181624.0, 'osm:way:name': 'George Street'}",152.8372745453146,g{sfwiaBuizbgx`@{|{}ZquffG,102030,102020
3214,3214,102030,1611159818,22.22222222222222,4500.0,3.0,1,{'car'},5221390283809635779,5221390283123434877,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 441379626.0, 'osm:way:lanes': '3', 'osm:way:name': 'Gloucester Place'}",79.24930614617664,g{sfwiaBuizbgx`@fdflC}}rmM,102030,1611159818
1108,1108,102031,2412358536,4.166666666666667,1200.0,2.0,1,{'car'},5221390281443085251,5221390281399786619,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'unclassified', 'osm:way:id': 232917147.0, 'osm:way:lanes': '2', 'osm:way:name': 'Crawford Street'}",32.88163132519982,go`{diaBibdybz`@dot~Dtynz@,102031,2412358536
1122,1122,102031,298207179,4.166666666666667,1200.0,2.0,1,{'car'},5221390281443085251,5221390281497040447,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'unclassified', 'osm:way:id': 232917150.0, 'osm:way:lanes': '2', 'osm:way:name': 'Crawford Street'}",44.71204926939435,go`{diaBibdybz`@_radGgfmnA,102031,298207179
2317,2317,102031,2412350682,22.22222222222222,4500.0,3.0,1,{'car'},5221390281443085251,5221390270013032185,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 232914379.0, 'osm:way:lanes': '3', 'osm:way:name': 'Gloucester Place'}",43.61370417178785,go`{diaBibdybz`@vcolAams}F,102031,2412350682
2337,2337,102031,2412350645,22.22222222222222,4500.0,3.0,1,{'car'},5221390281443085251,5221390281332036883,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 232914383.0, 'osm:way:lanes': '3', 'osm:way:name': 'Gloucester Place'}",32.110754927725104,go`{diaBibdybz`@aghw@xkvzD,102031,2412350645
1077,1077,102032,275421,4.166666666666667,600.0,1.0,1,{'car'},5221390278830062831,5221390279660225353,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4253848.0, 'osm:way:name': 'Montagu Square', 'osm:way:oneway': 'yes'}",231.7052350230279,yxwuciaBe}kiax`@|vy`L{qafi@,102032,275421
1469,1469,102032,1635864473,6.944444444444445,600.0,1.0,1,{'car'},5221390278830062831,5221390279035579495,"{'osm:way:highway': 'tertiary', 'osm:way:id': 226745509.0, 'osm:way:name': 'George Street'}",32.86898734529038,yxwuciaBe}kiax`@rjl~Dv~_{@,102032,1635864473
1470,1470,102032,25473504,6.944444444444445,600.0,1.0,1,{'car'},5221390278830062831,5221390283651578091,"{'osm:way:highway': 'tertiary', 'osm:way:id': 226745509.0, 'osm:way:name': 'George Street'}",30.88505249859155,yxwuciaBe}kiax`@mm{qD}fmz@,102032,25473504
364,364,102032,6356649633,4.166666666666667,600.0,1.0,1,{'car'},5221390278830062831,5221390284271123907,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4254084.0, 'osm:way:name': 'Montagu Street'}",128.65081893047946,yxwuciaBe}kiax`@}agjFlnblV,102032,6356649633
2660,2660,102035,1635914177,6.944444444444445,600.0,1.0,1,{'car'},5221390277858077625,5221390278377893627,"{'osm:way:highway': 'tertiary', 'osm:way:id': 154029164.0, 'osm:way:name': 'Upper Berkeley Street'}",98.78546272753191,wuc}ehaBgdsj_w`@gzn`QuuhlD,102035,1635914177
1125,1125,102036,275422,4.166666666666667,600.0,1.0,1,{'car'},5221390270219906735,5221390280882132603,"{'osm:way:highway': 'unclassified', 'osm:way:id': 66789467.0, 'osm:way:name': 'Upper Montagu Street'}",67.94668544633811,mdhsmhaBgiekiz`@q`_zBju`kK,102036,275422
2141,2141,102036,25470785,4.166666666666667,600.0,1.0,1,{'car'},5221390270219906735,5221390270450046153,"{'osm:way:highway': 'unclassified', 'osm:way:id': 67104773.0, 'osm:way:name': 'Upper Montagu Street'}",76.8094047022701,mdhsmhaBgiekiz`@rvxfCoru_M,102036,25470785
2151,2151,102036,25473490,4.166666666666667,600.0,1.0,1,{'car'},5221390270219906735,5221390280756290125,"{'osm:way:highway': 'unclassified', 'osm:way:id': 67104767.0, 'osm:way:name': 'York Street'}",40.466556260282545,mdhsmhaBgiekiz`@j{_jFdv|jA,102036,25473490
3222,3222,102036,298208230,4.166666666666667,600.0,1.0,1,{'car'},5221390270219906735,5221390270163328023,"{'osm:way:highway': 'unclassified', 'osm:way:id': 27178477.0, 'osm:way:name': 'York Street'}",51.16795236687688,mdhsmhaBgiekiz`@gq|hHust|A,102036,298208230
1559,1559,102041,295908497,22.22222222222222,3000.0,2.0,1,{'car'},5221366535974895891,5221366535845226269,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'primary', 'osm:way:id': 4486905.0, 'osm:way:lanes': '2', 'osm:way:name': 'Seymour Street'}",49.80413705743641,_eetqiaBwondvv`@ggmbHepkuA,102041,295908497
1560,1560,102041,102056,22.22222222222222,3000.0,2.0,1,{'car'},5221366535974895891,5221366536001850737,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'primary', 'osm:way:id': 4486905.0, 'osm:way:lanes': '2', 'osm:way:name': 'Seymour Street'}",17.213310042259398,_eetqiaBwondvv`@fvpcB`fm],102041,102056
944,944,102049,6762589354,22.22222222222222,12000.0,6.0,1,{'car'},5221366541408942075,5221366541461513113,"{'osm:relation:route': {'historic', 'bus', 'road'}, 'osm:way:highway': 'trunk', 'osm:way:id': 42709092.0, 'osm:way:lanes': '6', 'osm:way:name': 'Marble Arch', 'osm:way:oneway': 'yes'}",24.50502836074427,g`}m}haBonnruu`@ac{pC{g_`@,102049,6762589354
2399,2399,102053,25471268,22.22222222222222,8000.0,4.0,1,{'car'},5221366536274029693,5221366536637078509,"{'osm:relation:route': {'bus', 'road'}, 'osm:way:highway': 'trunk', 'osm:way:id': 239011228.0, 'osm:way:lanes': '4', 'osm:way:name': 'Park Lane', 'osm:way:oneway': 'yes'}",32.28255634856264,khvypiaBa~r{ou`@o{evAringD,102053,25471268
394,394,102054,13349302,22.22222222222222,10000.0,5.0,1,{'car'},5221366541534623855,5221366536216803487,"{'osm:relation:route': 'road', 'osm:way:highway': 'trunk', 'osm:way:id': 667513317.0, 'osm:way:lanes': '5', 'osm:way:name': 'Marble Arch', 'osm:way:oneway': 'yes'}",30.88714325672236,cjlmiiaBkgtdxu`@an`pDpckv@,102054,13349302
464,464,102054,13349587,22.22222222222222,3000.0,2.0,1,{'car'},5221366541534623855,5221366536324576573,"{'osm:relation:route': 'bus', 'osm:way:highway': 'primary', 'osm:way:id': 41517346.0, 'osm:way:lanes': '2', 'osm:way:name': 'Oxford Street', 'osm:way:oneway': 'yes'}",53.93101858093036,cjlmiiaBkgtdxu`@k`reHmxzqA,102054,13349587
131,131,102056,25475981,4.166666666666667,600.0,1.0,1,{'car'},5221366536001850737,5221366535935594805,"{'osm:way:access': 'no', 'osm:way:highway': 'unclassified', 'osm:way:id': 24417806.0, 'osm:way:name': 'Old Quebec Street', 'osm:way:oneway': 'no'}",49.5537190086203,wmsoniaBuh`fuv`@wkqiAndj`H,102056,25475981
1561,1561,102056,102041,22.22222222222222,3000.0,2.0,1,{'car'},5221366536001850737,5221366535974895891,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'primary', 'osm:way:id': 4486905.0, 'osm:way:lanes': '2', 'osm:way:name': 'Seymour Street'}",17.213310042259398,wmsoniaBuh`fuv`@gvpcBafm],102056,102041
1562,1562,102056,275415,22.22222222222222,3000.0,2.0,1,{'car'},5221366536001850737,5221366541857429159,"{'osm:relation:route': 'bicycle', 'osm:way:highway': 'primary', 'osm:way:id': 4486905.0, 'osm:way:lanes': '2', 'osm:way:name': 'Seymour Street'}",88.17842277017171,wmsoniaBuh`fuv`@j`udOvadrC,102056,275415
1936,1936,10365726,291722883,22.22222222222222,4000.0,2.0,1,{'car'},5221390668024285641,5221390678807942173,"{'osm:relation:route': 'road', 'osm:way:highway': 'trunk', 'osm:way:id': 31259042.0, 'osm:way:lanes': '2', 'osm:way:name': 'Euston Underpass', 'osm:way:oneway': 'yes'}",175.55053306724722,woocxraBwu`je~`@frfe^pjx`K,10365726,291722883
2978,2978,10365726,2095079015,13.88888888888889,1500.0,1.0,1,{'car'},5221390668024285641,5221390668041863559,"{'osm:relation:route': 'bus', 'osm:way:highway': 'trunk_link', 'osm:way:id': 379356922.0, 'osm:way:lanes': '1', 'osm:way:name': 'Gower Street', 'osm:way:oneway': 'yes'}",18.15405720114568,woocxraBwu`je~`@jncvAtamcA,10365726,2095079015
1206,1206,10365728,109391,4.166666666666667,600.0,1.0,1,{'car'},5221390669210861405,5221390669055854165,"{'osm:way:highway': 'unclassified', 'osm:way:id': 542832660.0, 'osm:way:name': 'North Gower Street'}",58.46157740284346,q~db}qaB{jap}~`@wx{lEhnlbH,10365728,109391
1555,1555,10365728,10365731,4.166666666666667,600.0,1.0,1,{'car'},5221390669210861405,5221390669310291001,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4257235.0, 'osm:way:name': 'North Gower Street'}",58.517366164442066,q~db}qaB{jap}~`@thbtEuzr}G,10365728,10365731
1586,1586,10365728,234290,4.166666666666667,600.0,1.0,1,{'car'},5221390669210861405,5221390675674862399,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4257240.0, 'osm:way:name': 'Drummond Street'}",98.84156216666807,q~db}qaB{jap}~`@fmmtOzivnG,10365728,234290
2766,2766,10365728,10365729,4.166666666666667,600.0,1.0,1,{'car'},5221390669210861405,5221390669883742057,"{'osm:way:highway': 'unclassified', 'osm:way:id': 360934008.0, 'osm:way:name': 'Drummond Street', 'osm:way:oneway': 'yes'}",111.86124553298382,q~db}qaB{jap}~`@{jovPahozJ,10365728,10365729
2738,2738,10365729,6052188916,4.166666666666667,600.0,1.0,1,{'car'},5221390669883742057,5221390669707457443,"{'osm:way:highway': 'unclassified', 'osm:way:id': 643025283.0, 'osm:way:name': 'Cobourg Street', 'osm:way:oneway': 'yes'}",9.531020294754281,mjuynraB}sqki_a@`yf_@yklo@,10365729,6052188916
2767,2767,10365729,721379688,4.166666666666667,600.0,1.0,1,{'car'},5221390669883742057,5221390669959400811,"{'osm:way:highway': 'unclassified', 'osm:way:id': 360934007.0, 'osm:way:name': 'Cobourg Street', 'osm:way:oneway': 'yes'}",59.17693203058929,mjuynraB}sqki_a@ugheEzvzlH,10365729,721379688
1587,1587,10365730,10365731,4.166666666666667,600.0,1.0,1,{'car'},5221390669632982891,5221390669310291001,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4257241.0, 'osm:way:name': 'Starcross Street', 'osm:way:oneway': 'yes'}",115.17850631238971,mkcphraBmyh}r_a@pu`bQzqrmK,10365730,10365731
1553,1553,10365731,25508733,4.166666666666667,600.0,1.0,1,{'car'},5221390669310291001,5221390669400343071,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4257235.0, 'osm:way:name': 'North Gower Street'}",38.39206719940233,{tamvqaBqfunf_a@r`pgBw`{jE,10365731,25508733
1554,1554,10365731,10365728,4.166666666666667,600.0,1.0,1,{'car'},5221390669310291001,5221390669210861405,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4257235.0, 'osm:way:name': 'North Gower Street'}",58.517366164442066,{tamvqaBqfunf_a@uhbtEtzr}G,10365731,10365728
1545,1545,10365733,10365737,4.166666666666667,600.0,1.0,1,{'car'},5221390669945124287,5221390668213680525,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4257239.0, 'osm:way:name': 'Regnart Buildings'}",62.249515057615895,s{{}sraBsikg__a@_``BldspG,10365733,10365737
499,499,10365733,109391,4.166666666666667,600.0,1.0,1,{'car'},5221390669945124287,5221390669055854165,"{'osm:way:highway': 'unclassified', 'osm:way:id': 541926390.0, 'osm:way:name': 'Euston Street', 'osm:way:oneway': 'yes'}",103.19392288454979,s{{}sraBsikg__a@hbylO`mvyI,10365733,109391
1544,1544,10365737,10365733,4.166666666666667,600.0,1.0,1,{'car'},5221390668213680525,5221390669945124287,"{'osm:way:highway': 'unclassified', 'osm:way:id': 4257239.0, 'osm:way:name': 'Regnart Buildings'}",62.249515057615895,s||`traBedwuv~`@~_`BmdspG,10365737,10365733
